Depto;año;Nombre - Indice;Posición;Puntaje;Grupo
QUINDÍO;2018;PIB por trabajador (millones de pesos constantes 2015) ;21;26,59988881;2
RISARALDA;2018;PIB por trabajador (millones de pesos constantes 2015) ;15;32,58735106;2
SANTANDER;2018;PIB por trabajador (millones de pesos constantes 2015) ;2;72,9710342;1
SUCRE;2018;PIB por trabajador (millones de pesos constantes 2015) ;28;10,92745233;3
TOLIMA;2018;PIB por trabajador (millones de pesos constantes 2015) ;18;27,01299066;2
VALLE DEL CAUCA;2018;PIB por trabajador (millones de pesos constantes 2015) ;8;46,32553377;2
ATLÁNTICO;2018;PIB por trabajador (millones de pesos constantes 2015) ;11;37,3837483;2
ARAUCA;2018;PIB por trabajador (millones de pesos constantes 2015) ;16;30,72005599;2
CASANARE;2018;PIB por trabajador (millones de pesos constantes 2015) ;13;34,30145739;2
PUTUMAYO;2018;PIB por trabajador (millones de pesos constantes 2015) ;17;29,78903209;2
SAN ANDRES Y PROVIDENCIA;2018;PIB por trabajador (millones de pesos constantes 2015) ;7;51,18244879;2
AMAZONAS;2018;PIB por trabajador (millones de pesos constantes 2015) ;12;34,65798145;2
GUAINÍA;2018;PIB por trabajador (millones de pesos constantes 2015) ;14;33,73211634;2
GUAVIARE;2018;PIB por trabajador (millones de pesos constantes 2015) ;19;26,95193511;2
VICHADA;2018;PIB por trabajador (millones de pesos constantes 2015) ;20;26,67963364;2
BOGOTÁ & CUNDINAMARCA;2018;Tasa de natalidad empresarial neta por cada 10 mil habitantes;12;42,99008719;3
BOLÍVAR;2018;Tasa de natalidad empresarial neta por cada 10 mil habitantes;4;52,53772062;2
BOYACÁ;2018;Tasa de natalidad empresarial neta por cada 10 mil habitantes;17;36,572847;3
CALDAS;2018;Tasa de natalidad empresarial neta por cada 10 mil habitantes;23;26,92740064;4
CAQUETÁ;2018;Tasa de natalidad empresarial neta por cada 10 mil habitantes;26;20,51860378;4
CAUCA;2018;Tasa de natalidad empresarial neta por cada 10 mil habitantes;24;26,77211352;4
CESAR;2018;Tasa de natalidad empresarial neta por cada 10 mil habitantes;10;47,20874324;2
CÓRDOBA;2018;Tasa de natalidad empresarial neta por cada 10 mil habitantes;27;19,53982656;4
CHOCÓ;2018;Tasa de natalidad empresarial neta por cada 10 mil habitantes;29;16,38347515;4
HUILA;2018;Tasa de natalidad empresarial neta por cada 10 mil habitantes;13;41,08418019;3
LA GUAJIRA;2018;Tasa de natalidad empresarial neta por cada 10 mil habitantes;28;18,266067;4
MAGDALENA;2018;Tasa de natalidad empresarial neta por cada 10 mil habitantes;18;30,09776962;3
ANTIOQUIA;2018;Tasa de natalidad empresarial neta por cada 10 mil habitantes;6;51,75400278;2
META;2018;Tasa de natalidad empresarial neta por cada 10 mil habitantes;5;51,76065646;2
NARIÑO;2018;Tasa de natalidad empresarial neta por cada 10 mil habitantes;3;61,06246486;2
NORTE DE SANTANDER;2018;Tasa de natalidad empresarial neta por cada 10 mil habitantes;31;0;5
QUINDÍO;2018;Tasa de natalidad empresarial neta por cada 10 mil habitantes;25;24,190713;4
RISARALDA;2018;Tasa de natalidad empresarial neta por cada 10 mil habitantes;22;27,02590466;4
SANTANDER;2018;Tasa de natalidad empresarial neta por cada 10 mil habitantes;11;46,0567051;2
SUCRE;2018;Tasa de natalidad empresarial neta por cada 10 mil habitantes;30;14,99206589;4
TOLIMA;2018;Tasa de natalidad empresarial neta por cada 10 mil habitantes;19;29,8478787;3
VALLE DEL CAUCA;2018;Tasa de natalidad empresarial neta por cada 10 mil habitantes;14;40,46934153;3
ATLÁNTICO;2018;Tasa de natalidad empresarial neta por cada 10 mil habitantes;2;69,53925683;1
ARAUCA;2018;Tasa de natalidad empresarial neta por cada 10 mil habitantes;15;39,77121498;3
CASANARE;2018;Tasa de natalidad empresarial neta por cada 10 mil habitantes;7;51,15288873;2
PUTUMAYO;2018;Tasa de natalidad empresarial neta por cada 10 mil habitantes;16;37,62208255;3
SAN ANDRES Y PROVIDENCIA;2018;Tasa de natalidad empresarial neta por cada 10 mil habitantes;1;100;1
AMAZONAS;2018;Tasa de natalidad empresarial neta por cada 10 mil habitantes;8;50,49005156;2
GUAINÍA;2018;Tasa de natalidad empresarial neta por cada 10 mil habitantes;9;48,19038956;2
GUAVIARE;2018;Tasa de natalidad empresarial neta por cada 10 mil habitantes;20;28,68016885;3
VICHADA;2018;Tasa de natalidad empresarial neta por cada 10 mil habitantes;21;27,87867967;4
BOGOTÁ & CUNDINAMARCA;2018;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);2;53,07904473;2
BOLÍVAR;2018;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);5;15,04877666;4
BOYACÁ;2018;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);14;4,158478913;5
CALDAS;2018;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);8;10,03989519;4
CAQUETÁ;2018;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);23;0,181870761;5
CAUCA;2018;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);6;12,69471391;4
CESAR;2018;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);16;3,124912196;5
CÓRDOBA;2018;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);19;1,571147482;5
CHOCÓ;2018;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);21;0,240492663;5
HUILA;2018;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);15;3,812238969;5
LA GUAJIRA;2018;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);22;0,198183482;5
MAGDALENA;2018;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);7;11,69016635;4
ANTIOQUIA;2018;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);1;100;1
META;2018;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);9;8,559887138;4
NARIÑO;2018;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);24;0,049816496;5
NORTE DE SANTANDER;2018;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);12;5,12244646;5
QUINDÍO;2018;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);20;0,613984203;5
RISARALDA;2018;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);10;7,247419204;5
SANTANDER;2018;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);1;100;1
SUCRE;2018;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);4;19,65241087;3
TOLIMA;2018;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);17;2,937921401;5
VALLE DEL CAUCA;2018;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);3;24,46437218;3
ATLÁNTICO;2018;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);11;5,895187241;5
ARAUCA;2018;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);25;0;5
CASANARE;2018;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);25;0;5
PUTUMAYO;2018;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);25;0;5
SAN ANDRES Y PROVIDENCIA;2018;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);25;0;5
AMAZONAS;2018;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);13;4,341567865;5
GUAINÍA;2018;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);18;2,222991404;5
GUAVIARE;2018;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);25;0;5
VICHADA;2018;Gasto en TIC para innovar (tasa por cada 100 mil unidades del PIB);25;0;5
BOGOTÁ & CUNDINAMARCA;2018;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);22;14,98834326;3
BOLÍVAR;2018;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);11;47,70961921;2
BOYACÁ;2018;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);10;48,96110031;2
CALDAS;2018;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);2;99,68325757;1
CAQUETÁ;2018;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);20;15,20983218;3
CAUCA;2018;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);5;76,72446506;1
CESAR;2018;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);21;15,10141179;3
CÓRDOBA;2018;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);13;41,97108273;2
CHOCÓ;2018;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);23;0;5
HUILA;2018;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);8;52,6535891;2
LA GUAJIRA;2018;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);23;0;5
MAGDALENA;2018;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);15;32,50288476;2
ANTIOQUIA;2018;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);1;100;1
META;2018;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);14;32,82504821;2
NARIÑO;2018;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);18;21,31080254;3
NORTE DE SANTANDER;2018;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);12;43,1280832;2
QUINDÍO;2018;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);4;78,25938804;1
RISARALDA;2018;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);1;100;1
SANTANDER;2018;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);16;26,70704036;3
SUCRE;2018;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);6;55,41056479;2
TOLIMA;2018;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);9;49,39323302;2
VALLE DEL CAUCA;2018;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);7;55,25722738;2
ATLÁNTICO;2018;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);3;83,38302601;1
ARAUCA;2018;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);23;0;5
CASANARE;2018;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);17;22,71562106;3
PUTUMAYO;2018;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);19;15,98426355;3
SAN ANDRES Y PROVIDENCIA;2018;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);23;0;5
AMAZONAS;2018;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);23;0;5
GUAINÍA;2018;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);23;0;5
GUAVIARE;2018;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);23;0;5
VICHADA;2018;Empresas con certificados de calidad ISO en productos y procesos (porcentaje);23;0;5
BOGOTÁ & CUNDINAMARCA;2018;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);3;44,8430328;3
BOLÍVAR;2018;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);1;100;1
BOYACÁ;2018;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);14;1,284798685;5
CALDAS;2018;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);10;21,21470812;4
CAQUETÁ;2018;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);15;0;5
CAUCA;2018;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);12;13,51826527;5
CESAR;2018;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);15;0;5
CÓRDOBA;2018;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);15;0;5
CHOCÓ;2018;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);15;0;5
HUILA;2018;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);13;2,185234951;5
LA GUAJIRA;2018;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);15;0;5
MAGDALENA;2018;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);15;0;5
ANTIOQUIA;2018;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);7;36,41167114;3
META;2018;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);9;28,1569253;4
NARIÑO;2018;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);15;0;5
NORTE DE SANTANDER;2018;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);11;15,74290449;5
QUINDÍO;2018;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);15;0;5
RISARALDA;2018;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);5;40,23064721;3
SANTANDER;2018;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);2;96,85533557;1
SUCRE;2018;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);15;0;5
TOLIMA;2018;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);8;29,37982632;4
VALLE DEL CAUCA;2018;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);6;36,85187838;3
ATLÁNTICO;2018;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);4;41,32221405;3
ARAUCA;2018;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);15;0;5
CASANARE;2018;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);15;0;5
PUTUMAYO;2018;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);15;0;5
SAN ANDRES Y PROVIDENCIA;2018;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);15;0;5
AMAZONAS;2018;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);15;0;5
GUAINÍA;2018;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);15;0;5
GUAVIARE;2018;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);15;0;5
VICHADA;2018;Producción de alto y medio alto contenido tecnológico en la manufactura (porcentaje);15;0;5
BOGOTÁ & CUNDINAMARCA;2018;Ventas por innovar;8;62,36797183;2
BOLÍVAR;2018;Ventas por innovar;6;67,62642189;1
BOYACÁ;2018;Ventas por innovar;19;36,05105195;2
CALDAS;2018;Ventas por innovar;12;48,46769508;2
CAQUETÁ;2018;Ventas por innovar;28;13,99334028;3
CAUCA;2018;Ventas por innovar;16;42,15847027;2
CESAR;2018;Ventas por innovar;5;69,24244007;1
CÓRDOBA;2018;Ventas por innovar;7;66,56677392;1
CHOCÓ;2018;Ventas por innovar;2;76,04733259;1
HUILA;2018;Ventas por innovar;4;70,78081926;1
LA GUAJIRA;2018;Ventas por innovar;13;45,84290114;2
MAGDALENA;2018;Ventas por innovar;15;42,78080123;2
ANTIOQUIA;2018;Ventas por innovar;3;72,08503916;1
META;2018;Ventas por innovar;22;32,81878743;2
NARIÑO;2018;Ventas por innovar;24;28,11921786;2
NORTE DE SANTANDER;2018;Ventas por innovar;10;57,31333202;2
QUINDÍO;2018;Ventas por innovar;17;42,00068604;2
RISARALDA;2018;Ventas por innovar;9;58,39679795;2
SANTANDER;2018;Ventas por innovar;25;16,38737648;3
SUCRE;2018;Ventas por innovar;20;35,58884507;2
TOLIMA;2018;Ventas por innovar;1;100;1
VALLE DEL CAUCA;2018;Ventas por innovar;14;43,90611942;2
ATLÁNTICO;2018;Ventas por innovar;11;51,70042706;2
ARAUCA;2018;Ventas por innovar;27;14,56764125;3
CASANARE;2018;Ventas por innovar;21;34,40700807;2
PUTUMAYO;2018;Ventas por innovar;31;0;5
SAN ANDRES Y PROVIDENCIA;2018;Ventas por innovar;30;3,263446518;4
AMAZONAS;2018;Ventas por innovar;18;37,17891741;2
GUAINÍA;2018;Ventas por innovar;26;15,27046891;3
GUAVIARE;2018;Ventas por innovar;29;10,81005184;3
VICHADA;2018;Ventas por innovar;23;29,90039003;2
BOGOTÁ & CUNDINAMARCA;2018;Exportaciones de productos de alta tecnología (porcentaje);1;100;1
BOLÍVAR;2018;Exportaciones de productos de alta tecnología (porcentaje);11;4,438661549;4
BOYACÁ;2018;Exportaciones de productos de alta tecnología (porcentaje);1;100;1
CALDAS;2018;Exportaciones de productos de alta tecnología (porcentaje);10;4,813257639;4
CAQUETÁ;2018;Exportaciones de productos de alta tecnología (porcentaje);13;1,603688969;5
CAUCA;2018;Exportaciones de productos de alta tecnología (porcentaje);6;51,1434982;2
CESAR;2018;Exportaciones de productos de alta tecnología (porcentaje);21;0,012433477;5
CÓRDOBA;2018;Exportaciones de productos de alta tecnología (porcentaje);24;0;5
CHOCÓ;2018;Exportaciones de productos de alta tecnología (porcentaje);18;0,253449431;5
HUILA;2018;Exportaciones de productos de alta tecnología (porcentaje);19;0,202593454;5
LA GUAJIRA;2018;Exportaciones de productos de alta tecnología (porcentaje);24;0;5
MAGDALENA;2018;Exportaciones de productos de alta tecnología (porcentaje);15;1,386063639;5
ANTIOQUIA;2018;Exportaciones de productos de alta tecnología (porcentaje);4;73,09257162;1
META;2018;Exportaciones de productos de alta tecnología (porcentaje);16;0,499795943;5
